date,ticker,qty,order
2009-09-07,SHY,380,BUY
2009-09-07,TLT,331,BUY
2009-09-14,SPY,105,BUY
2009-09-14,IWM,84,SELL
2009-09-14,XLE,77,SELL
2009-09-14,XLU,126,BUY
2009-09-14,XLK,71,BUY
2009-09-14,XLB,161,SELL
2009-09-14,XLP,117,SELL
2009-09-14,XLY,31,SELL
2009-09-14,XLI,70,SELL
2009-09-14,XLV,79,SELL
2009-09-14,XLF,81,BUY
2009-09-14,SHY,294,SELL
2009-09-14,TLT,119,BUY
2009-09-21,SPY,168,BUY
2009-09-21,IWM,122,BUY
2009-09-21,XLE,13,SELL
2009-09-21,XLU,541,SELL
2009-09-21,XLK,206,BUY
2009-09-21,XLB,123,SELL
2009-09-21,XLP,871,SELL
2009-09-21,XLY,173,BUY
2009-09-21,XLI,160,BUY
2009-09-21,XLV,28,SELL
2009-09-21,XLF,92,BUY
2009-09-21,SHY,340,SELL
2009-09-21,TLT,102,BUY
2009-09-28,SPY,36,SELL
2009-09-28,IWM,99,SELL
2009-09-28,XLE,5,SELL
2009-09-28,XLU,127,BUY
2009-09-28,XLK,96,BUY
2009-09-28,XLB,32,SELL
2009-09-28,XLP,370,BUY
2009-09-28,XLY,4,BUY
2009-09-28,XLI,222,SELL
2009-09-28,XLV,121,SELL
2009-09-28,XLF,36,BUY
2009-09-28,SHY,32,SELL
2009-09-28,TLT,310,BUY
2009-10-05,SPY,384,SELL
2009-10-05,IWM,20,BUY
2009-10-05,XLE,54,BUY
2009-10-05,XLU,456,SELL
2009-10-05,XLK,594,SELL
2009-10-05,XLB,80,BUY
2009-10-05,XLP,274,BUY
2009-10-05,XLY,157,SELL
2009-10-05,XLI,20,BUY
2009-10-05,XLV,42,SELL
2009-10-05,XLF,54,BUY
2009-10-05,SHY,315,BUY
2009-10-05,TLT,446,BUY
2009-10-12,SPY,26,BUY
2009-10-12,IWM,52,SELL
2009-10-12,XLE,48,SELL
2009-10-12,XLU,120,SELL
2009-10-12,XLK,79,BUY
2009-10-12,XLB,57,SELL
2009-10-12,XLP,244,BUY
2009-10-12,XLY,15,SELL
2009-10-12,XLI,59,SELL
2009-10-12,XLV,77,BUY
2009-10-12,XLF,13,SELL
2009-10-12,SHY,98,SELL
2009-10-12,TLT,235,SELL
2009-10-19,SPY,43,BUY
2009-10-19,IWM,65,SELL
2009-10-19,XLE,23,SELL
2009-10-19,XLU,49,BUY
2009-10-19,XLK,125,BUY
2009-10-19,XLB,73,SELL
2009-10-19,XLP,126,BUY
2009-10-19,XLY,251,BUY
2009-10-19,XLI,73,SELL
2009-10-19,XLV,193,SELL
2009-10-19,XLF,15,SELL
2009-10-19,SHY,232,SELL
2009-10-19,TLT,69,BUY
2009-10-26,SPY,28,BUY
2009-10-26,IWM,17,BUY
2009-10-26,XLE,50,BUY
2009-10-26,XLU,139,SELL
2009-10-26,XLK,372,BUY
2009-10-26,XLB,24,BUY
2009-10-26,XLP,829,SELL
2009-10-26,XLY,51,SELL
2009-10-26,XLI,13,BUY
2009-10-26,XLV,235,SELL
2009-10-26,XLF,9,BUY
2009-10-26,SHY,61,BUY
2009-10-26,TLT,225,BUY
2009-11-02,SPY,210,SELL
2009-11-02,IWM,165,BUY
2009-11-02,XLE,198,BUY
2009-11-02,XLU,59,SELL
2009-11-02,XLK,565,SELL
2009-11-02,XLB,215,BUY
2009-11-02,XLP,713,SELL
2009-11-02,XLY,96,SELL
2009-11-02,XLI,166,BUY
2009-11-02,XLV,139,BUY
2009-11-02,XLF,81,BUY
2009-11-02,SHY,603,BUY
2009-11-02,TLT,72,SELL
2009-11-09,SPY,37,SELL
2009-11-09,IWM,88,SELL
2009-11-09,XLE,15,SELL
2009-11-09,XLU,114,SELL
2009-11-09,XLK,29,BUY
2009-11-09,XLB,33,SELL
2009-11-09,XLP,285,BUY
2009-11-09,XLY,38,SELL
2009-11-09,XLI,61,SELL
2009-11-09,XLV,106,SELL
2009-11-09,XLF,130,SELL
2009-11-09,SHY,90,SELL
2009-11-09,TLT,1,SELL
2009-11-16,SPY,6,BUY
2009-11-16,IWM,92,SELL
2009-11-16,XLE,30,SELL
2009-11-16,XLU,54,SELL
2009-11-16,XLK,32,BUY
2009-11-16,XLB,49,SELL
2009-11-16,XLP,108,SELL
2009-11-16,XLY,41,SELL
2009-11-16,XLI,52,SELL
2009-11-16,XLV,151,BUY
2009-11-16,XLF,112,SELL
2009-11-16,SHY,80,SELL
2009-11-16,TLT,25,BUY
2009-11-23,SPY,60,BUY
2009-11-23,IWM,113,SELL
2009-11-23,XLE,83,SELL
2009-11-23,XLU,37,SELL
2009-11-23,XLK,8,SELL
2009-11-23,XLB,91,SELL
2009-11-23,XLP,310,BUY
2009-11-23,XLY,93,SELL
2009-11-23,XLI,94,SELL
2009-11-23,XLV,222,BUY
2009-11-23,XLF,102,SELL
2009-11-23,SHY,62,SELL
2009-11-23,TLT,51,BUY
2009-11-30,SPY,45,SELL
2009-11-30,IWM,82,SELL
2009-11-30,XLE,45,SELL
2009-11-30,XLU,73,SELL
2009-11-30,XLK,128,SELL
2009-11-30,XLB,48,SELL
2009-11-30,XLP,160,SELL
2009-11-30,XLY,55,SELL
2009-11-30,XLI,63,SELL
2009-11-30,XLV,102,SELL
2009-11-30,XLF,94,SELL
2009-11-30,SHY,62,BUY
2009-11-30,TLT,254,BUY
2009-12-07,SPY,163,BUY
2009-12-07,IWM,63,SELL
2009-12-07,XLE,66,SELL
2009-12-07,XLU,137,BUY
2009-12-07,XLK,158,BUY
2009-12-07,XLB,54,SELL
2009-12-07,XLP,269,SELL
2009-12-07,XLY,79,BUY
2009-12-07,XLI,69,SELL
2009-12-07,XLV,120,SELL
2009-12-07,XLF,120,SELL
2009-12-07,SHY,20,BUY
2009-12-07,TLT,137,SELL
2009-12-14,SPY,151,BUY
2009-12-14,IWM,87,SELL
2009-12-14,XLE,74,SELL
2009-12-14,XLU,175,BUY
2009-12-14,XLK,130,BUY
2009-12-14,XLB,75,SELL
2009-12-14,XLP,3,SELL
2009-12-14,XLY,58,BUY
2009-12-14,XLI,4,BUY
2009-12-14,XLV,22,BUY
2009-12-14,XLF,170,SELL
2009-12-14,SHY,194,SELL
2009-12-14,TLT,48,BUY
2009-12-21,SPY,101,BUY
2009-12-21,IWM,13,BUY
2009-12-21,XLE,156,BUY
2009-12-21,XLU,234,BUY
2009-12-21,XLK,137,SELL
2009-12-21,XLB,9,SELL
2009-12-21,XLP,26,BUY
2009-12-21,XLY,172,BUY
2009-12-21,XLI,123,BUY
2009-12-21,XLV,43,BUY
2009-12-21,XLF,66,SELL
2009-12-21,SHY,61,SELL
2009-12-21,TLT,330,SELL
2009-12-28,SPY,153,BUY
2009-12-28,IWM,125,BUY
2009-12-28,XLE,117,BUY
2009-12-28,XLU,149,BUY
2009-12-28,XLK,133,BUY
2009-12-28,XLB,65,SELL
2009-12-28,XLP,65,BUY
2009-12-28,XLY,126,BUY
2009-12-28,XLI,172,BUY
2009-12-28,XLV,133,BUY
2009-12-28,XLF,13,SELL
2009-12-28,SHY,345,SELL
2009-12-28,TLT,382,SELL
2010-01-04,SPY,147,BUY
2010-01-04,IWM,131,BUY
2010-01-04,XLE,182,BUY
2010-01-04,XLU,44,BUY
2010-01-04,XLK,160,BUY
2010-01-04,XLB,132,BUY
2010-01-04,XLP,88,BUY
2010-01-04,XLY,88,BUY
2010-01-04,XLI,70,BUY
2010-01-04,XLV,173,SELL
2010-01-04,XLF,56,BUY
2010-01-04,SHY,170,SELL
2010-01-04,TLT,244,SELL
2010-01-11,SPY,74,BUY
2010-01-11,IWM,74,BUY
2010-01-11,XLE,270,SELL
2010-01-11,XLU,207,BUY
2010-01-11,XLK,71,SELL
2010-01-11,XLB,104,SELL
2010-01-11,XLP,460,BUY
2010-01-11,XLY,375,BUY
2010-01-11,XLI,123,SELL
2010-01-11,XLV,233,SELL
2010-01-11,XLF,5,SELL
2010-01-11,SHY,143,SELL
2010-01-11,TLT,302,SELL
2010-01-18,SPY,85,SELL
2010-01-18,IWM,28,BUY
2010-01-18,XLE,181,BUY
2010-01-18,XLU,65,BUY
2010-01-18,XLK,55,SELL
2010-01-18,XLB,72,BUY
2010-01-18,XLP,217,BUY
2010-01-18,XLY,180,SELL
2010-01-18,XLI,127,BUY
2010-01-18,XLV,56,BUY
2010-01-18,XLF,64,BUY
2010-01-18,SHY,200,BUY
2010-01-18,TLT,277,SELL
2010-01-25,SPY,458,SELL
2010-01-25,IWM,50,BUY
2010-01-25,XLE,30,SELL
2010-01-25,XLU,280,SELL
2010-01-25,XLK,285,SELL
2010-01-25,XLB,298,BUY
2010-01-25,XLP,107,SELL
2010-01-25,XLY,180,SELL
2010-01-25,XLI,84,SELL
2010-01-25,XLV,371,SELL
2010-01-25,XLF,155,BUY
2010-01-25,SHY,1113,BUY
2010-02-01,SPY,131,BUY
2010-02-01,IWM,86,SELL
2010-02-01,XLE,3,SELL
2010-02-01,XLU,37,BUY
2010-02-01,XLK,106,SELL
2010-02-01,XLB,108,SELL
2010-02-01,XLP,505,BUY
2010-02-01,XLY,247,BUY
2010-02-01,XLI,124,BUY
2010-02-01,XLV,213,BUY
2010-02-01,XLF,100,SELL
2010-02-01,SHY,193,SELL
2010-02-08,SPY,224,SELL
2010-02-08,IWM,49,BUY
2010-02-08,XLE,13,BUY
2010-02-08,XLU,247,SELL
2010-02-08,XLK,176,BUY
2010-02-08,XLB,160,BUY
2010-02-08,XLP,1228,SELL
2010-02-08,XLY,409,SELL
2010-02-08,XLI,119,SELL
2010-02-08,XLV,183,SELL
2010-02-08,XLF,25,BUY
2010-02-08,SHY,767,BUY
2010-02-15,SPY,107,BUY
2010-02-15,IWM,85,SELL
2010-02-15,XLE,110,SELL
2010-02-15,XLU,207,SELL
2010-02-15,XLK,41,SELL
2010-02-15,XLB,88,SELL
2010-02-15,XLP,151,BUY
2010-02-15,XLY,65,BUY
2010-02-15,XLI,113,SELL
2010-02-15,XLV,222,BUY
2010-02-15,XLF,30,SELL
2010-02-15,SHY,129,SELL
2010-02-22,SPY,96,BUY
2010-02-22,IWM,48,BUY
2010-02-22,XLE,91,SELL
2010-02-22,XLU,326,SELL
2010-02-22,XLK,64,BUY
2010-02-22,XLB,101,SELL
2010-02-22,XLP,120,BUY
2010-02-22,XLY,71,BUY
2010-02-22,XLI,73,SELL
2010-02-22,XLV,136,BUY
2010-02-22,XLF,92,BUY
2010-02-22,SHY,325,SELL
2010-03-01,SPY,134,BUY
2010-03-01,IWM,197,BUY
2010-03-01,XLE,131,SELL
2010-03-01,XLU,227,SELL
2010-03-01,XLK,126,BUY
2010-03-01,XLB,153,SELL
2010-03-01,XLP,168,BUY
2010-03-01,XLY,171,BUY
2010-03-01,XLI,66,BUY
2010-03-01,XLV,157,BUY
2010-03-01,XLF,145,BUY
2010-03-01,SHY,330,SELL
2010-03-08,SPY,76,BUY
2010-03-08,IWM,77,SELL
2010-03-08,XLE,24,SELL
2010-03-08,XLU,231,SELL
2010-03-08,XLK,82,BUY
2010-03-08,XLB,91,SELL
2010-03-08,XLP,350,BUY
2010-03-08,XLY,189,SELL
2010-03-08,XLI,169,BUY
2010-03-08,XLV,118,SELL
2010-03-08,XLF,169,BUY
2010-03-08,SHY,306,SELL
2010-03-15,SPY,232,BUY
2010-03-15,IWM,229,BUY
2010-03-15,XLE,129,BUY
2010-03-15,XLU,66,SELL
2010-03-15,XLK,202,BUY
2010-03-15,XLB,89,BUY
2010-03-15,XLP,116,BUY
2010-03-15,XLY,191,BUY
2010-03-15,XLI,191,BUY
2010-03-15,XLV,119,SELL
2010-03-15,XLF,262,BUY
2010-03-15,SHY,827,SELL
2010-03-22,SPY,113,BUY
2010-03-22,IWM,70,SELL
2010-03-22,XLE,183,SELL
2010-03-22,XLU,109,BUY
2010-03-22,XLK,173,BUY
2010-03-22,XLB,13,SELL
2010-03-22,XLP,35,BUY
2010-03-22,XLY,218,BUY
2010-03-22,XLI,160,BUY
2010-03-22,XLV,240,BUY
2010-03-22,XLF,111,BUY
2010-03-22,SHY,363,SELL
2010-03-29,SPY,211,BUY
2010-03-29,IWM,84,SELL
2010-03-29,XLE,47,BUY
2010-03-29,XLU,84,SELL
2010-03-29,XLK,53,BUY
2010-03-29,XLB,157,SELL
2010-03-29,XLP,303,SELL
2010-03-29,XLY,242,BUY
2010-03-29,XLI,162,BUY
2010-03-29,XLV,201,SELL
2010-03-29,XLF,402,BUY
2010-03-29,SHY,261,SELL
2010-04-05,SPY,73,BUY
2010-04-05,IWM,72,BUY
2010-04-05,XLE,179,SELL
2010-04-05,XLU,105,SELL
2010-04-05,XLK,247,BUY
2010-04-05,XLB,20,BUY
2010-04-05,XLP,149,SELL
2010-04-05,XLY,89,SELL
2010-04-05,XLI,76,BUY
2010-04-05,XLV,10,SELL
2010-04-05,XLF,142,BUY
2010-04-05,SHY,189,SELL
2010-04-12,SPY,45,SELL
2010-04-12,IWM,13,BUY
2010-04-12,XLE,45,BUY
2010-04-12,XLU,39,BUY
2010-04-12,XLK,118,SELL
2010-04-12,XLB,184,BUY
2010-04-12,XLP,65,SELL
2010-04-12,XLY,124,SELL
2010-04-12,XLI,178,BUY
2010-04-12,XLV,151,BUY
2010-04-12,XLF,120,BUY
2010-04-12,SHY,238,SELL
2010-04-19,SPY,537,SELL
2010-04-19,IWM,25,SELL
2010-04-19,XLE,208,BUY
2010-04-19,XLU,115,BUY
2010-04-19,XLK,309,SELL
2010-04-19,XLB,159,BUY
2010-04-19,XLP,854,BUY
2010-04-19,XLY,262,SELL
2010-04-19,XLI,394,SELL
2010-04-19,XLV,498,BUY
2010-04-19,XLF,828,SELL
2010-04-19,SHY,537,BUY
2010-04-26,SPY,135,BUY
2010-04-26,IWM,21,BUY
2010-04-26,XLE,184,SELL
2010-04-26,XLU,109,BUY
2010-04-26,XLK,360,BUY
2010-04-26,XLB,81,BUY
2010-04-26,XLP,279,BUY
2010-04-26,XLY,161,SELL
2010-04-26,XLI,77,BUY
2010-04-26,XLV,1348,SELL
2010-04-26,XLF,83,SELL
2010-04-26,SHY,292,SELL
2010-04-26,TLT,308,BUY
2010-05-03,SPY,501,SELL
2010-05-03,IWM,86,SELL
2010-05-03,XLE,269,BUY
2010-05-03,XLU,283,BUY
2010-05-03,XLK,574,SELL
2010-05-03,XLB,160,SELL
2010-05-03,XLP,975,SELL
2010-05-03,XLY,327,SELL
2010-05-03,XLI,450,SELL
2010-05-03,XLV,88,SELL
2010-05-03,XLF,396,BUY
2010-05-03,SHY,1145,BUY
2010-05-03,TLT,354,BUY
2010-05-10,SPY,122,SELL
2010-05-10,IWM,167,BUY
2010-05-10,XLE,122,BUY
2010-05-10,XLU,113,SELL
2010-05-10,XLK,221,SELL
2010-05-10,XLB,144,BUY
2010-05-10,XLP,805,SELL
2010-05-10,XLY,168,BUY
2010-05-10,XLI,169,BUY
2010-05-10,XLV,329,SELL
2010-05-10,XLF,167,BUY
2010-05-10,SHY,612,BUY
2010-05-10,TLT,113,BUY
2010-05-17,SPY,19,SELL
2010-05-17,IWM,19,SELL
2010-05-17,XLE,74,SELL
2010-05-17,XLU,47,SELL
2010-05-17,XLK,19,SELL
2010-05-17,XLB,56,SELL
2010-05-17,XLP,515,SELL
2010-05-17,XLY,18,SELL
2010-05-17,XLI,17,SELL
2010-05-17,XLV,381,SELL
2010-05-17,XLF,20,SELL
2010-05-17,SHY,63,BUY
2010-05-17,TLT,90,BUY
2010-05-24,SPY,34,BUY
2010-05-24,IWM,32,BUY
2010-05-24,XLE,149,SELL
2010-05-24,XLU,142,SELL
2010-05-24,XLK,31,BUY
2010-05-24,XLB,55,SELL
2010-05-24,XLP,179,SELL
2010-05-24,XLY,35,BUY
2010-05-24,XLI,36,BUY
2010-05-24,XLV,413,SELL
2010-05-24,XLF,29,BUY
2010-05-24,SHY,252,BUY
2010-05-24,TLT,289,BUY
2010-05-31,SPY,34,BUY
2010-05-31,IWM,30,BUY
2010-05-31,XLE,229,SELL
2010-05-31,XLU,277,SELL
2010-05-31,XLK,27,BUY
2010-05-31,XLB,90,SELL
2010-05-31,XLP,21,BUY
2010-05-31,XLY,38,BUY
2010-05-31,XLI,38,BUY
2010-05-31,XLV,192,SELL
2010-05-31,XLF,28,BUY
2010-05-31,SHY,3,SELL
2010-05-31,TLT,143,BUY
2010-06-07,SPY,74,BUY
2010-06-07,IWM,71,BUY
2010-06-07,XLE,188,SELL
2010-06-07,XLU,154,SELL
2010-06-07,XLK,68,BUY
2010-06-07,XLB,100,SELL
2010-06-07,XLP,3,SELL
2010-06-07,XLY,81,BUY
2010-06-07,XLI,81,BUY
2010-06-07,XLF,66,BUY
2010-06-07,SHY,30,BUY
2010-06-07,TLT,90,BUY
2010-06-14,SPY,50,BUY
2010-06-14,IWM,48,BUY
2010-06-14,XLE,265,SELL
2010-06-14,XLU,27,SELL
2010-06-14,XLK,37,BUY
2010-06-14,XLB,214,SELL
2010-06-14,XLP,55,SELL
2010-06-14,XLY,65,BUY
2010-06-14,XLI,65,BUY
2010-06-14,XLF,32,BUY
2010-06-14,SHY,222,SELL
2010-06-14,TLT,116,BUY
2010-06-21,SPY,29,SELL
2010-06-21,IWM,17,SELL
2010-06-21,XLE,174,SELL
2010-06-21,XLU,271,BUY
2010-06-21,XLK,33,SELL
2010-06-21,XLB,193,SELL
2010-06-21,XLP,38,BUY
2010-06-21,XLY,16,SELL
2010-06-21,XLI,13,SELL
2010-06-21,XLF,46,SELL
2010-06-21,SHY,305,SELL
2010-06-21,TLT,288,BUY
2010-06-28,SPY,51,SELL
2010-06-28,IWM,44,SELL
2010-06-28,XLE,249,SELL
2010-06-28,XLU,73,BUY
2010-06-28,XLK,61,SELL
2010-06-28,XLB,169,SELL
2010-06-28,XLP,111,SELL
2010-06-28,XLY,37,SELL
2010-06-28,XLI,18,SELL
2010-06-28,XLF,72,SELL
2010-06-28,SHY,248,BUY
2010-06-28,TLT,294,BUY
2010-07-05,SPY,104,SELL
2010-07-05,IWM,97,SELL
2010-07-05,XLE,204,SELL
2010-07-05,XLU,31,SELL
2010-07-05,XLK,112,SELL
2010-07-05,XLB,378,SELL
2010-07-05,XLP,300,SELL
2010-07-05,XLY,74,SELL
2010-07-05,XLI,35,SELL
2010-07-05,XLF,161,SELL
2010-07-05,SHY,527,BUY
2010-07-05,TLT,347,BUY
2010-07-12,SPY,94,SELL
2010-07-12,IWM,135,SELL
2010-07-12,XLU,57,BUY
2010-07-12,XLK,82,SELL
2010-07-12,XLB,250,SELL
2010-07-12,XLP,378,SELL
2010-07-12,XLY,73,SELL
2010-07-12,XLI,36,SELL
2010-07-12,XLF,153,SELL
2010-07-12,SHY,151,BUY
2010-07-12,TLT,26,BUY
2010-07-19,SPY,72,SELL
2010-07-19,IWM,201,SELL
2010-07-19,XLU,317,BUY
2010-07-19,XLK,21,SELL
2010-07-19,XLB,180,SELL
2010-07-19,XLP,64,BUY
2010-07-19,XLY,73,SELL
2010-07-19,XLI,37,SELL
2010-07-19,XLF,148,SELL
2010-07-19,SHY,148,BUY
2010-07-19,TLT,136,BUY
2010-07-26,SPY,36,SELL
2010-07-26,IWM,227,SELL
2010-07-26,XLU,327,BUY
2010-07-26,XLK,26,BUY
2010-07-26,XLP,125,BUY
2010-07-26,XLY,47,SELL
2010-07-26,XLI,14,SELL
2010-07-26,XLF,166,SELL
2010-07-26,SHY,228,BUY
2010-07-26,TLT,319,SELL
2010-08-02,SPY,31,BUY
2010-08-02,IWM,171,SELL
2010-08-02,XLU,303,BUY
2010-08-02,XLK,26,BUY
2010-08-02,XLP,380,BUY
2010-08-02,XLY,48,SELL
2010-08-02,XLI,12,SELL
2010-08-02,XLF,62,SELL
2010-08-02,SHY,80,SELL
2010-08-02,TLT,1,SELL
2010-08-09,SPY,50,BUY
2010-08-09,IWM,198,SELL
2010-08-09,XLU,245,BUY
2010-08-09,XLK,42,BUY
2010-08-09,XLB,43,BUY
2010-08-09,XLP,327,BUY
2010-08-09,XLY,59,SELL
2010-08-09,XLI,35,SELL
2010-08-09,XLF,82,SELL
2010-08-09,SHY,54,SELL
2010-08-09,TLT,73,SELL
2010-08-16,SPY,159,SELL
2010-08-16,IWM,305,SELL
2010-08-16,XLU,221,BUY
2010-08-16,XLK,95,SELL
2010-08-16,XLB,57,BUY
2010-08-16,XLP,288,BUY
2010-08-16,XLY,35,SELL
2010-08-16,XLI,14,BUY
2010-08-16,XLF,178,SELL
2010-08-16,SHY,279,BUY
2010-08-16,TLT,178,BUY
2010-08-23,SPY,40,SELL
2010-08-23,IWM,281,SELL
2010-08-23,XLU,261,BUY
2010-08-23,XLK,133,BUY
2010-08-23,XLB,111,BUY
2010-08-23,XLP,256,BUY
2010-08-23,XLY,87,SELL
2010-08-23,XLI,35,SELL
2010-08-23,XLF,261,SELL
2010-08-23,SHY,219,BUY
2010-08-23,TLT,174,SELL
2010-08-30,SPY,204,SELL
2010-08-30,IWM,282,SELL
2010-08-30,XLU,255,BUY
2010-08-30,XLK,33,SELL
2010-08-30,XLB,76,SELL
2010-08-30,XLP,542,BUY
2010-08-30,XLY,88,SELL
2010-08-30,XLI,34,SELL
2010-08-30,XLF,403,SELL
2010-08-30,SHY,641,BUY
2010-08-30,TLT,255,SELL
2010-09-06,SPY,349,SELL
2010-09-06,XLU,23,BUY
2010-09-06,XLK,346,SELL
2010-09-06,XLB,76,BUY
2010-09-06,XLP,182,SELL
2010-09-06,XLY,88,SELL
2010-09-06,XLI,126,SELL
2010-09-06,XLV,25,BUY
2010-09-06,XLF,193,SELL
2010-09-06,SHY,351,BUY
2010-09-06,TLT,130,BUY
2010-09-13,SPY,11,BUY
2010-09-13,XLU,219,BUY
2010-09-13,XLK,110,BUY
2010-09-13,XLB,171,BUY
2010-09-13,XLP,617,BUY
2010-09-13,XLY,27,SELL
2010-09-13,XLI,114,SELL
2010-09-13,XLV,331,BUY
2010-09-13,SHY,311,SELL
2010-09-13,TLT,52,SELL
2010-09-20,SPY,297,BUY
2010-09-20,XLU,224,BUY
2010-09-20,XLK,189,BUY
2010-09-20,XLB,283,BUY
2010-09-20,XLP,623,BUY
2010-09-20,XLY,91,BUY
2010-09-20,XLI,121,SELL
2010-09-20,XLV,718,BUY
2010-09-20,XLF,48,BUY
2010-09-20,SHY,776,SELL
2010-09-20,TLT,248,SELL
2010-09-27,SPY,46,SELL
2010-09-27,XLU,610,SELL
2010-09-27,XLK,75,BUY
2010-09-27,XLB,211,BUY
2010-09-27,XLP,527,SELL
2010-09-27,XLY,66,SELL
2010-09-27,XLI,60,SELL
2010-09-27,XLV,561,BUY
2010-09-27,XLF,48,SELL
2010-09-27,SHY,52,SELL
2010-09-27,TLT,37,BUY
2010-10-04,SPY,113,BUY
2010-10-04,XLU,191,BUY
2010-10-04,XLK,240,BUY
2010-10-04,XLB,63,BUY
2010-10-04,XLP,39,BUY
2010-10-04,XLY,10,BUY
2010-10-04,XLI,23,SELL
2010-10-04,XLV,278,BUY
2010-10-04,SHY,429,SELL
2010-10-04,TLT,40,BUY
2010-10-11,SPY,62,SELL
2010-10-11,XLU,116,BUY
2010-10-11,XLK,189,SELL
2010-10-11,XLB,112,SELL
2010-10-11,XLP,165,BUY
2010-10-11,XLY,39,SELL
2010-10-11,XLI,111,SELL
2010-10-11,XLV,126,SELL
2010-10-11,SHY,27,BUY
2010-10-11,TLT,67,BUY
2010-10-18,SPY,257,BUY
2010-10-18,IWM,42,BUY
2010-10-18,XLU,189,BUY
2010-10-18,XLK,27,BUY
2010-10-18,XLB,32,BUY
2010-10-18,XLP,257,BUY
2010-10-18,XLY,218,BUY
2010-10-18,XLI,24,SELL
2010-10-18,XLV,354,BUY
2010-10-18,SHY,428,SELL
2010-10-18,TLT,265,SELL
2010-10-25,SPY,157,BUY
2010-10-25,IWM,161,BUY
2010-10-25,XLU,9,BUY
2010-10-25,XLK,34,SELL
2010-10-25,XLB,28,BUY
2010-10-25,XLP,648,SELL
2010-10-25,XLY,27,SELL
2010-10-25,XLI,27,SELL
2010-10-25,XLV,236,SELL
2010-10-25,SHY,18,BUY
2010-10-25,TLT,118,SELL
2010-11-01,SPY,365,BUY
2010-11-01,IWM,194,BUY
2010-11-01,XLE,232,BUY
2010-11-01,XLU,32,SELL
2010-11-01,XLK,349,BUY
2010-11-01,XLB,87,SELL
2010-11-01,XLP,120,SELL
2010-11-01,XLY,255,BUY
2010-11-01,XLI,19,SELL
2010-11-01,XLV,107,BUY
2010-11-01,SHY,618,SELL
2010-11-01,TLT,283,SELL
2010-11-08,SPY,81,SELL
2010-11-08,IWM,99,BUY
2010-11-08,XLE,248,BUY
2010-11-08,XLU,746,SELL
2010-11-08,XLK,153,BUY
2010-11-08,XLB,44,BUY
2010-11-08,XLP,304,SELL
2010-11-08,XLY,210,BUY
2010-11-08,XLI,53,SELL
2010-11-08,XLV,269,BUY
2010-11-08,SHY,68,BUY
2010-11-08,TLT,308,SELL
2010-11-15,SPY,31,SELL
2010-11-15,IWM,129,BUY
2010-11-15,XLE,342,BUY
2010-11-15,XLU,148,SELL
2010-11-15,XLK,455,SELL
2010-11-15,XLB,80,BUY
2010-11-15,XLP,327,BUY
2010-11-15,XLY,34,SELL
2010-11-15,XLI,43,SELL
2010-11-15,XLV,3,SELL
2010-11-15,SHY,35,BUY
2010-11-15,TLT,35,SELL
2010-11-22,SPY,63,SELL
2010-11-22,IWM,88,BUY
2010-11-22,XLE,151,BUY
2010-11-22,XLU,343,SELL
2010-11-22,XLK,72,SELL
2010-11-22,XLB,69,BUY
2010-11-22,XLP,371,SELL
2010-11-22,XLY,155,BUY
2010-11-22,XLI,167,SELL
2010-11-22,XLV,208,SELL
2010-11-22,SHY,371,BUY
2010-11-22,TLT,235,SELL
2010-11-29,SPY,154,SELL
2010-11-29,IWM,117,BUY
2010-11-29,XLE,117,BUY
2010-11-29,XLU,342,SELL
2010-11-29,XLK,64,SELL
2010-11-29,XLB,86,BUY
2010-11-29,XLP,52,SELL
2010-11-29,XLY,288,SELL
2010-11-29,XLI,142,SELL
2010-11-29,XLV,69,SELL
2010-11-29,SHY,345,BUY
2010-11-29,TLT,29,BUY
2010-12-06,SPY,89,SELL
2010-12-06,IWM,127,BUY
2010-12-06,XLE,96,BUY
2010-12-06,XLU,428,SELL
2010-12-06,XLK,68,SELL
2010-12-06,XLB,68,BUY
2010-12-06,XLP,145,SELL
2010-12-06,XLY,2,BUY
2010-12-06,XLI,104,SELL
2010-12-06,XLV,220,SELL
2010-12-06,SHY,63,SELL
2010-12-06,TLT,70,BUY
2010-12-13,SPY,226,BUY
2010-12-13,IWM,303,BUY
2010-12-13,XLE,95,BUY
2010-12-13,XLU,419,SELL
2010-12-13,XLK,175,BUY
2010-12-13,XLB,6,SELL
2010-12-13,XLP,200,BUY
2010-12-13,XLY,205,BUY
2010-12-13,XLI,78,BUY
2010-12-13,XLV,24,BUY
2010-12-13,SHY,669,SELL
2010-12-13,TLT,130,SELL
2010-12-20,SPY,191,BUY
2010-12-20,IWM,175,BUY
2010-12-20,XLE,123,BUY
2010-12-20,XLU,22,SELL
2010-12-20,XLK,179,BUY
2010-12-20,XLB,162,BUY
2010-12-20,XLP,57,BUY
2010-12-20,XLY,88,BUY
2010-12-20,XLI,130,BUY
2010-12-20,XLV,70,BUY
2010-12-20,SHY,617,SELL
2010-12-20,TLT,175,SELL
2010-12-27,SPY,113,BUY
2010-12-27,IWM,105,BUY
2010-12-27,XLE,96,BUY
2010-12-27,XLU,257,BUY
2010-12-27,XLK,77,BUY
2010-12-27,XLB,114,BUY
2010-12-27,XLP,3,BUY
2010-12-27,XLY,15,BUY
2010-12-27,XLI,110,BUY
2010-12-27,XLV,93,BUY
2010-12-27,SHY,585,SELL
2010-12-27,TLT,17,SELL
